,Symphony_Camp_Id,Symphony_Placement_Id,Product,Campaign,Media_Type,Media,Position,Format,Size,Target_Market,Spot_Type,Ad_Type,Ad_Format,Date,Daily_Est_Imp,Daily_Est_Clk,Daily_Cost,Buying_Type,Imp_Trackable,Click_Trackable,Total_Est_Imp,Total_Est_Click,Total_Cost,Imp,uv,Click,Clicker,visits,visitDuration,uniquePageviews,dailyVisitors,视频,mobile,通栏,pc,信息流,首页,论坛,新闻,播放页,频道,搜狐,画中画,全屏,广告,贴片,半幅,剧目,app,banner,通发,某支,ott,优酷,腾讯,iphone,android,移动,框内,焦点,前贴,定向,开机,车型,客户端,大图,单个,咖啡厅,suv,剧场,top,轮播,mo,所有,正文,帖子,汽车,大型,文章,下单,车系,word_cluster,qcost,Leads
10,1828209496-1870683676,1828209496-1870683676-751771387-55,S-Class,2017 S-Class Sustain Online Campaign Wave 1,Finance,FTChinese,PC端2017年展望顶部大通栏,顶部大通栏,"969*90 or 1200*90 gif<30k or swf<40k(gif or jpg together), 3 loops Max. h5 accepted",,Paid,Banner,Flash,2017-01-03,6083.000009,5.375009,2079.251664,Day,True,True,170333,173,58228.0,66270.0,22819,28.0,22,,,,,0.0,0.0,0.9013695755923763,0.43305067624519367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"(50000, 200000]",
11,1828209496-1870683676,1828209496-1870683676-751771387-55,S-Class,2017 S-Class Sustain Online Campaign Wave 1,Finance,FTChinese,PC端2017年展望顶部大通栏,顶部大通栏,"969*90 or 1200*90 gif<30k or swf<40k(gif or jpg together), 3 loops Max. h5 accepted",,Paid,Banner,Flash,2017-01-04,6083.333333,6.208333,2079.58,Day,True,True,170333,173,58228.0,61136.0,26997,31.0,29,,,,,0.0,0.0,0.9013695755923763,0.43305067624519367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"(50000, 200000]",
12,1828209496-1870683676,1828209496-1870683676-509202284-46,S-Class,2017 S-Class Sustain Online Campaign Wave 1,Auto,Pcauto,首页,焦点图上方通栏,（1120*50）30k，flash，1/2则切换,,Paid,Banner,Flash,2017-01-04,7500000.0,68000.0,232000.0,Day,True,True,7500000,68000,232000.0,10019364.0,7195491,70474.0,67009,,,,,0.0,0.0,0.48637082764198875,0.0,0.0,0.4851077397259795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7267144548423393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,"(200000, 500000]",36.0
13,1828209496-1870683676,1828209496-1870683676-494935291-70,S-Class,2017 S-Class Sustain Online Campaign Wave 1,Finance,FTChinese,内页ROS半幅画中画02,半幅画中画02,"300*600 gif<30k or swf<40k(gif or jpg together), 3 loops Max. h5 accepted",,Bonus,PIP,Flash,2017-01-04,50000.0,49.98375,0.0,CPM,True,True,1538500,1538,0.0,12789.0,8668,23.0,20,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5816099269464592,0.0,0.0,0.0,0.6016625867094962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,"(-1, 0]",
14,1828209496-1870683676,1828209496-1870683676-45917230-64,S-Class,2017 S-Class Sustain Online Campaign Wave 1,Finance,FTChinese,Special report Traffic driver 站内导流(FTChinese In-site Content Promotion首页-banner 1,banner1,"如需logo,请提供logo源文件以及字体",,Bonus,Special co-op,Content,2017-01-04,16000.0,,0.0,CPM,True,False,0,0,0.0,30183.0,20701,0.0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.11180644037806586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16897924134196488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,"(-1, 0]",
15,1828209496-1870683676,1828209496-1870683676-331905669-59,S-Class,2017 S-Class Sustain Online Campaign Wave 1,Finance,FTChinese,PC端2017年展望底部通栏,底部通栏,"969*90 or 1200*120 gif<30k or swf<40k(gif or jpg together), 3 loops Max. h5 accepted",,Paid,Banner,Flash,2017-01-04,6083.333333,4.345833,1663.67,Day,True,True,170333,121,46582.0,56876.0,25892,11.0,9,,,,,0.0,0.0,0.9013695755923763,0.43305067624519367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"(0, 50000]",
16,1828209496-1870683676,1828209496-1870683676-317842789-56,S-Class,2017 S-Class Sustain Online Campaign Wave 1,Finance,FTChinese,PC端2017年展望半幅画中画1,半幅画中画1,"300*600 or 300*250 or 300*1050 gif<30k or swf<40k(gif or jpg together), 3 loops Max. h5 accepted",,Paid,PIP,Flash,2017-01-04,6083.333333,9.3125,2443.51,Day,True,True,170333,260,68418.0,57887.0,25187,58.0,54,,,,,0.0,0.0,0.0,0.22656999458236485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.676949628365271,0.0,0.0,0.0,0.7002893960435705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,"(50000, 200000]",
17,1828209496-1870683676,1828209496-1870683676-2100403259-58,S-Class,2017 S-Class Sustain Online Campaign Wave 1,Finance,FTChinese,PC端2017年展望画中画3,画中画3,"300*250<30k, 3 loops Max., SWF(gif or jpg together)/GIF/JPG, h5 file accepted",,Paid,PIP,Flash,2017-01-04,6083.333333,11.175,2339.53,Day,True,True,170333,312,65507.0,57824.0,25175,32.0,31,,,,,0.0,0.0,0.0,0.3173875717690238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9482959080827897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,"(50000, 200000]",
18,1828209496-1870683676,1828209496-1870683676-2060653125-57,S-Class,2017 S-Class Sustain Online Campaign Wave 1,Finance,FTChinese,PC端2017年展望半幅画中画2,半幅画中画2,"300*600 or 300*250 gif<30k or swf<40k(gif or jpg together), 3 loops Max. h5 accepted",,Paid,PIP,Flash,2017-01-04,6083.333333,8.070833,1819.64,Day,True,True,170333,225,50950.0,55486.0,24712,32.0,32,,,,,0.0,0.0,0.0,0.22656999458236485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.676949628365271,0.0,0.0,0.0,0.7002893960435705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,"(50000, 200000]",
19,1828209496-1870683676,1828209496-1870683676-1742826194-61,S-Class,2017 S-Class Sustain Online Campaign Wave 1,Finance,FTChinese,Mobile端2017年展望Section-viewable mpu,viewable mpu,"300*250 gif<30k only, 3 loops Max.gif<30k only, 3 loops Max.",,Paid,Focus Picture,Flash,2017-01-04,1000.0,4.0,199.96,Day,True,True,28000,112,5599.0,82132.0,62584,566.0,530,,,,,0.0,0.17662828776117315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,"(0, 50000]",
20,1828209496-1870683676,1828209496-1870683676-1685061218-66,S-Class,2017 S-Class Sustain Online Campaign Wave 1,Finance,FTChinese,首页半幅画中画02,半幅画中画02,"300*600gif<30k or swf<40k(gif or jpg together), 3 loops Max. h5 accepted",,Bonus,PIP,Flash,2017-01-04,30000.0,33.010949,0.0,CPM,True,True,1096000,1206,0.0,31620.0,26306,22.0,21,,,,,0.0,0.0,0.0,0.0,0.0,0.23471739969235866,0.0,0.0,0.0,0.0,0.0,0.675607374461339,0.0,0.0,0.0,0.6989008641110078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,"(-1, 0]",
21,1828209496-1870683676,1828209496-1870683676-1525904507-25,S-Class,2017 S-Class Sustain Online Campaign Wave 1,Portal,Tencent,新闻客户端-信息流大图-交互（系统定向位置一，约在5-6条位置出现）,新闻客户端-信息流大图-交互（系统定向位置一，约在5-6条位置出现）,详见sheet4,,Paid,Feeds ad,Pic,2017-01-04,258000.0,258.0,12382.76,CPM,True,False,7934000,7934,380801.0,305379.0,215490,4740.0,0,,,,,0.0,0.0,0.0,0.0,0.3006094107878056,0.0,0.0,0.32505032438404763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38333235698196616,0.0,0.0,0.3965903378009746,0.4045683205775641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"(200000, 500000]",
22,1828209496-1870683676,1828209496-1870683676-1352125098-54,S-Class,2017 S-Class Sustain Online Campaign Wave 1,Finance,FTChinese,Mobile,信息流,标题：15个字以内；摘要：40个字以内；图片：130*100,,Paid,Feeds ad,Pic,2017-01-04,60000.0,210.0,5997.386543,CPM,False,False,2492000,8722,249149.0,47629.0,32294,0.0,0,,,,,0.0,0.7115004847314347,0.0,0.0,0.7026856055356004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,"(200000, 500000]",
23,1828209496-1870683676,1828209496-1870683676-1396203630-60,S-Class,2017 S-Class Sustain Online Campaign Wave 1,Finance,FTChinese,Mobile端2017年展望Section-top banner,top banner,840*210jpg<100k,,Paid,Banner,Pic,2017-01-04,1000.0,2.5,199.96,Day,True,True,28000,70,5599.0,103281.0,72710,346.0,323,,,,,0.0,0.21129961418485907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5858901096779853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6809006531418208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,"(0, 50000]",
24,771326610-712869128,771326610-712869128-1029679998-9,GLC Coupe,2017 GLC Coupe Launch Campaign Wave 2,Auto,Xcar,爱卡首页,疯狂流媒体,第三方素材尺寸如下：;素材尺寸：920*340<100k，展示8 秒结束swf，主背景透明度是50%，主视觉无需添加透明度（主视觉就是素材上的文字及图画）;回收位：20*188，jpg/swf格式，带重播、关闭;“关闭广告”标示说明：位置在素材右上角，尺寸为54*17；;备注：要求素材主视觉偏左设计；,,Paid,Crazy Banner,Flash,2017-01-04,6200000.0,20300.0,400000.0,Day,True,True,12400000,40600,800000.0,5469168.0,3131243,32010.0,30065,,,,,0.0,0.0,0.0,0.0,0.0,0.24724795021938556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,"(500000, 1000000]",9.0
25,771326610-712869128,771326610-712869128-159060479-13,GLC Coupe,2017 GLC Coupe Launch Campaign Wave 2,Auto,Xcar,宝马X4论坛,车型分论坛帖子正文页顶部通栏（限单个论坛）,955×70 JPG/SWF<20k;添加“广告标识”字样；广告标识尺寸：31*18；标示位置：添加在素材的左下角；,,Bonus,Banner,Flash,2017-01-04,400000.0,1400.0,0.0,Day,True,True,4000000,14000,0.0,399198.0,329146,1806.0,1792,,,,,0.0,0.0,0.16567703000438935,0.0,0.0,0.0,0.6799298987785516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22619874977877447,0.0,0.0,0.23703059929272702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25235553904678365,0.25235553904678365,0.0,0.0,0.0,0.0,0.0,0,"(-1, 0]",2.0
26,771326610-712869128,771326610-712869128-357210531-10,GLC Coupe,2017 GLC Coupe Launch Campaign Wave 2,Auto,Xcar,SUV频道首页,通栏01,960×90 JPG/SWF<30k;添加“广告标识”字样；广告标识尺寸：31*18；标示位置：添加在素材的左下角；,,Bonus,Banner,Flash,2017-01-04,800000.0,2500.0,0.0,Day,True,True,4000000,12500,0.0,788584.0,614883,3200.0,3159,,,,,0.0,0.0,0.4132215455567393,0.0,0.0,0.4121484237509808,0.0,0.0,0.0,0.46665688579803283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6645396767872955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,"(-1, 0]",3.0
27,791820265-902211177,791820265-902211177-1263746659-31,GLE SUV,2017 GLE SUV Sustaining Campaign,Auto,Xcar,中大型&全尺寸SUV型车所有车系页,顶部两轮播通栏,1000*80，JPG/SWF<30k（1/2轮播）;添加“广告标识”字样；广告标识尺寸：31*18；标示位置：添加在素材的左下角；,,Paid,Banner,Flash,2017-01-04,800000.0,3400.0,74984.0,Day,True,True,2400000,10200,225000.0,786978.0,616338,4220.0,4117,,,,,0.0,0.0,0.21527542429787258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34620426360007595,0.0,0.0,0.3360745460810662,0.0,0.3430342212653261,0.0,0.0,0.0,0.3819538843425356,0.0,0.0,0.36349404100236166,15,"(200000, 500000]",0.0
28,791820265-902211177,791820265-902211177-1616892069-20,GLE SUV,2017 GLE SUV Sustaining Campaign,Auto,Bitauto,易车网首页（全国通发）,顶部右侧按钮,"<12个字,不可外链; 同一素材不可连续投放超过3天",,Paid,Button,Pic,2017-01-04,12000000.0,12000.0,150335.570469,Day,True,True,12000000,12000,150336.0,8918907.0,645587,14404.0,12994,,,,,0.0,0.0,0.0,0.0,0.0,0.2120523281158738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2980117356575577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,"(50000, 200000]",34.0
29,791820265-902211177,791820265-902211177-209695649-36,GLE SUV,2017 GLE SUV Sustaining Campaign,Auto,Xcar,奥迪Q7论坛,车型分论坛帖子正文页顶部通栏（限单个论坛）,955×70 JPG/SWF<20k;添加“广告标识”字样；广告标识尺寸：31*18；标示位置：添加在素材的左下角；,,Bonus,Banner,Flash,2017-01-04,400000.0,1400.0,0.0,Day,True,True,3200000,11200,0.0,380577.0,311482,1711.0,1688,,,,,0.0,0.0,0.1678050907764003,0.0,0.0,0.0,0.6886633493073888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2291041898755059,0.0,0.0,0.24007517052935368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2555969535218675,0.2555969535218675,0.0,0.0,0.0,0.0,0.0,0,"(-1, 0]",1.0
